"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-25 ~ 2025-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"9257","대구광역시 달성군 유가읍 봉리","601","0601","0000","하나리움퀸즈파크","59.9814","202504","25","14,700","110","3","개인","개인","2015","테크노북로 164","-","중개거래","대구 달성군","25.05.21"
"9258","인천광역시 서구 원당동","1022-1","1022","0001","우미린더시그니처","74.3179","202504","25","52,000","3012동","27","개인","개인","2022","이음5로 39","-","직거래","-","25.05.20"
"9259","경기도 부천시 원미구 중동","896-3","0896","0003","쏠레아파트","70.3900","202504","25","62,000","-","4","개인","법인","2024","심중로27번길 50","-","직거래","-","25.05.20"
"9260","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","59.9000","202504","25","43,100","-","7","개인","개인","2007","구월로 192","20250523","중개거래","인천 남동구","-"
"9261","광주광역시 남구 방림동","556","0556","0000","모아","59.9600","202504","25","12,300","111","15","개인","개인","1989","봉선1로 87","-","직거래","-","25.05.21"
"9262","경기도 남양주시 호평동","724","0724","0000","호평파라곤","152.5900","202504","25","59,000","116","18","개인","개인","2010","천마산로 65","-","중개거래","경기 남양주시","25.05.14"
"9263","경상남도 거제시 상동동","475-5","0475","0005","유경베스토피아","130.4800","202504","25","13,000","-","6","개인","개인","2001","거제중앙로3길 14-7","-","중개거래","경남 거제시","25.05.16"
"9264","충청남도 천안시 서북구 차암동","442","0442","0000","e편한세상스마일시티","72.9600","202504","25","24,700","106","17","개인","개인","2015","스마일시티1로 55","-","중개거래","충남 천안시 동남구, 충남 천안시 서북구","25.05.21"
"9265","인천광역시 미추홀구 용현동","647","0647","0000","용현2단지금호타운","84.5330","202504","25","32,000","205","14","개인","개인","2000","매소홀로 68","-","중개거래","인천 미추홀구","25.05.20"
"9266","경상남도 김해시 구산동","410","0410","0000","구산4주공","49.6200","202504","25","11,100","402","11","개인","개인","1999","가락로294번길 7","-","중개거래","경남 김해시","25.05.16"
"9267","경상북도 상주시 복룡동","230-11","0230","0011","우방1","59.7300","202504","25","15,400","103","8","개인","개인","1995","복룡3길 7","-","중개거래","경북 상주시","25.05.20"
"9268","경기도 시흥시 배곧동","5","0005","0000","시흥배곧중흥에스-클래스","84.8656","202504","25","50,100","111동","6","개인","개인","2019","해송십리로 472-11","-","중개거래","경기 시흥시","25.05.20"
"9269","전라남도 광양시 광양읍 구산리","850-1","0850","0001","e-편한세상","84.8960","202504","25","26,750","-","6","개인","개인","2008","서북2길 115","20250523","중개거래","전남 광양시","-"
"9270","경상남도 창원시 마산합포구 추산동","49-1","0049","0001","신추산","40.1800","202504","25","3,800","103","1","개인","개인","1996","문신길 169","-","중개거래","경남 창원시 마산합포구","25.05.15"
"9271","경상북도 포항시 남구 오천읍 원리","1566","1566","0000","힐스테이트포항","74.8151","202504","25","25,000","113동","14","개인","기타","2023","중원로 16","-","중개거래","경북 포항시 남구","25.05.08"
"9272","경기도 군포시 산본동","1155","1155","0000","가야주공","41.4000","202504","25","29,500","507","10","개인","개인","1993","번영로 403","-","중개거래","경기 군포시","25.05.19"
"9273","강원특별자치도 원주시 반곡동","1805","1805","0000","원주반곡아이파크","135.4490","202504","25","38,000","-","8","개인","개인","2008","늘품로 199","20250523","중개거래","강원 원주시","-"
"9274","인천광역시 미추홀구 숭의동","166-17","0166","0017","다드림아파트","49.7100","202504","25","14,200","-","13","개인","개인","2016","독배로492번길 34","-","중개거래","인천 미추홀구","25.05.20"
"9275","경기도 고양시 일산서구 탄현동","1480","1480","0000","탄현마을(부영7)","50.2800","202504","25","17,300","702","5","개인","개인","1995","탄현로 64","-","중개거래","경기 고양시 일산서구, 경기 파주시","25.05.16"
"9276","광주광역시 북구 오치동","1005","1005","0000","주공","52.0900","202504","25","11,300","206","14","개인","개인","1992","서하로194번길 15","-","중개거래","광주 북구","25.05.20"
"9277","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","36.8110","202504","25","23,400","305","15","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","25.05.20"
"9278","전라남도 목포시 대의동2가","1-10","0001","0010","초원골드","140.2500","202504","25","11,800","-","7","개인","개인","1988","영산로 25","-","중개거래","전남 목포시","25.05.20"
"9279","강원특별자치도 원주시 관설동","1713-2","1713","0002","청솔8차","59.8500","202504","25","11,000","801","3","개인","개인","2002","나비허리길 188","-","중개거래","강원 원주시","25.05.20"
"9280","인천광역시 남동구 만수동","17","0017","0000","만수주공5단지","41.3000","202504","25","17,000","503","10","개인","개인","1987","백범로124번길 127","-","중개거래","인천 남동구","25.05.20"
"9281","충청남도 당진시 수청동","1852","1852","0000","당진센트레빌르네블루2차","84.9169","202504","25","36,000","-","22","개인","개인","2024","수청중앙로 86","20250523","중개거래","충남 당진시","-"
"9282","경기도 성남시 분당구 삼평동","744","0744","0000","봇들마을9단지(금호어울림)","101.1300","202504","25","210,000","902","4","개인","개인","2009","동판교로 156","-","중개거래","경기 성남시 분당구","25.09.05"
"9283","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9500","202504","25","146,000","128","19","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.09.04"
"9284","충청남도 공주시 신관동","668","0668","0000","현대힐스테이트5차","84.9840","202504","25","31,500","504","3","개인","개인","2006","신금2길 17","-","중개거래","충남 공주시","25.09.05"
"9285","대구광역시 수성구 지산동","1766","1766","0000","더샵수성라크에르","84.9397","202504","25","67,300","104","16","개인","개인","2024","지산로3길 33","-","중개거래","대구 수성구","25.09.01"
"9286","서울특별시 중랑구 상봉동","495","0495","0000","동부아파트","84.9900","202504","25","72,000","102","7","개인","개인","1999","신내로7가길 31","-","중개거래","서울 중랑구","25.07.28"
"9287","경기도 의정부시 가능동","620-12","0620","0012","희망","55.3200","202504","25","18,800","B","2","개인","개인","1985","신촌로39번길 33","-","중개거래","경기 의정부시","25.07.25"
"9288","서울특별시 서초구 방배동","1008-2","1008","0002","래미안방배아트힐(1008-2)","127.3100","202504","25","240,000","104","10","개인","개인","2004","남부순환로 2311-12","-","중개거래","서울 서초구","25.07.25"
"9289","경기도 성남시 분당구 이매동","99","0099","0000","이매촌(삼환)","132.3700","202504","25","159,500","1105","6","개인","개인","1995","양현로 220","-","중개거래","경기 성남시 분당구","25.07.28"
"9290","대전광역시 서구 월평동","301","0301","0000","누리","101.8800","202504","25","67,000","103","13","개인","개인","1994","청사로 70","-","중개거래","대전 서구","25.07.29"
"9291","경기도 광주시 초월읍 산이리","432","0432","0000","대주파크빌","84.6166","202504","25","30,000","106","11","개인","개인","2004","경충대로 923","-","중개거래","경기 광주시","25.07.28"
"9292","서울특별시 동작구 흑석동","336","0336","0000","흑석한강푸르지오","84.9100","202504","25","169,000","108","3","개인","개인","2012","흑석한강로 27","-","중개거래","서울 동작구","25.07.29"
"9293","경기도 성남시 분당구 대장동","641","641","0000","판교더샵포레스트12단지","84.9950","202504","25","108,500","1203","3","개인","개인","2021","판교대장로5길 30","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.07.28"
"9294","경기도 광주시 태전동","704","0704","0000","힐스테이트태전6(1615동~1620동)","59.9430","202504","25","42,200","1618","17","개인","개인","2017","태성로 130","-","중개거래","경기 광주시","25.07.28"
"9295","세종특별자치시  종촌동","697","0697","0000","가재마을9단지","84.9240","202504","25","53,000","907","2","개인","개인","2014","도움1로 55","-","중개거래","세종","25.07.28"
"9296","울산광역시 중구 남외동","501-1","0501","0001","남외푸르지오2차","84.9636","202504","25","51,500","202","4","개인","개인","2007","남외로 60","-","중개거래","울산 북구, 울산 중구","25.07.28"
"9297","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","84.9164","202504","25","29,500","-","12","개인","개인","2016","중산서로 19","20250801","중개거래","울산 북구","-"
"9298","경기도 용인시 기흥구 마북동","524-8","0524","0008","블루밍구성더센트럴","84.8190","202504","25","70,500","124","14","개인","개인","2000","연원로42번길 2","-","중개거래","경기 용인시 기흥구","25.07.25"
"9299","경기도 고양시 일산서구 덕이동","1672","1672","0000","일산푸르지오더센트럴","70.4375","202504","25","64,000","102동","31","개인","기타","2024","경의로 790","-","직거래","-","25.07.28"
"9300","충청남도 서산시 예천동","1328","1328","0000","예천한성필하우스","84.9510","202504","25","44,000","108","12","개인","개인","2012","동서1로 182","-","중개거래","충남 서산시","25.07.28"
"9301","서울특별시 영등포구 여의도동","50","0050","0000","시범","156.9900","202504","25","400,000","18","5","개인","개인","1971","63로 45","-","중개거래","서울 영등포구","25.07.28"
"9302","경기도 하남시 감이동","501","0501","0000","e편한세상감일","84.9853","202504","25","119,000","101동","12","개인","개인","2021","감일중앙로 20","-","중개거래","경기 하남시","25.07.28"
"9303","경기도 수원시 장안구 조원동","881","0881","0000","한일타운쌍용","59.9620","202504","25","48,500","114","12","개인","개인","1999","경수대로976번길 22","-","중개거래","경기 수원시 장안구","25.07.29"
"9304","경기도 성남시 분당구 구미동","63","0063","0000","까치마을(4단지)(롯데)","51.3200","202504","25","90,500","412","4","개인","개인","1995","미금일로 58","-","중개거래","경기 성남시 분당구","25.07.25"
"9305","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","243.3500","202504","25","93,500","130","6","개인","개인","2001","분포로 111","-","중개거래","부산 남구","25.07.28"
"9306","서울특별시 서대문구 북가좌동","481","0481","0000","DMC래미안e편한세상","84.9500","202504","25","120,000","211","3","개인","개인","2012","수색로 100","-","중개거래","서울 서대문구","25.07.25"
"9307","경기도 수원시 장안구 정자동","945","0945","0000","수원 SK SKY VIEW","59.9610","202504","25","64,000","110","10","개인","개인","2013","이목로 24","-","중개거래","경기 수원시 장안구","25.07.25"
"9308","충청남도 아산시 용화동","1623","1623","0000","용화지구신도브래뉴","59.9660","202504","25","21,500","110","15","개인","개인","2009","용화고길 90","-","중개거래","충남 아산시","25.07.25"
"9309","경기도 용인시 수지구 풍덕천동","1104","1104","0000","용인수지신정마을9단지","49.2600","202504","25","67,000","906","16","개인","개인","2000","풍덕천로 76","-","중개거래","경기 용인시 수지구","25.07.25"
"9310","경기도 시흥시 매화동","361-6","0361","0006","금강1차101동","81.6550","202504","25","26,000","101","3","개인","개인","1994","매화우회로 63","-","중개거래","경기 시흥시","25.07.25"
"9311","경기도 부천시 소사구 범박동","327","0327","0000","일루미스테이트","59.9600","202504","25","62,000","411동","15","개인","개인","2024","범안로 180","-","중개거래","경기 부천시 소사구","25.07.25"
